Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no,Repository
billpayKSL,com.ngd.billpay,BillPay,checkStatus,Long Statement,"The length of the statement ""if (!transactionStatus.getStatusCode().equals(""000_200"")) throw new ResourceNotFoundException(""Transaction Not Succeeded!"");"" is 124.",129,billpayKSL
billpayKSL,com.ngd.billpay,BillPay,refund,Long Statement,"The length of the statement ""ResponseEntity<String> responseEntity=this.apiGateway.exchange(refundEndPoint`HttpMethod.POST`requestEntity`String.class);"" is 122.",152,billpayKSL
billpayKSL,com.ngd.billpay.model,CryptoUtility,decrypt,Long Statement,"The length of the statement ""catch ( NoSuchPaddingException|InvalidKeyException|BadPaddingException|IllegalBlockSizeException|NoSuchAlgorithmException var6) {"" is 129.",44,billpayKSL
billpayKSL,com.ngd.billpay.model,CryptoUtility,decrypt,Magic Number,The method contains a magic number: 2,44,billpayKSL
billpayKSL,com.ngd.billpay.model,CryptoUtility,decryptWithAESAndIV,Magic Number,The method contains a magic number: 16,57,billpayKSL
billpayKSL,com.ngd.billpay.model,CryptoUtility,signWithHMAC,Magic Number,The method contains a magic number: 1024,117,billpayKSL
billpayKSL,com.ngd.billpay.model,CryptoUtility,encrypt,Long Statement,"The length of the statement ""catch ( NoSuchPaddingException|BadPaddingException|IllegalBlockSizeException|InvalidKeyException|NoSuchAlgorithmException var6) {"" is 129.",141,billpayKSL
billpayKSL,com.ngd.billpay.model,CryptoUtility,generateRandomNumber,Magic Number,The method contains a magic number: 10,265,billpayKSL
billpayKSL,com.ngd.billpay.model,CryptoUtility,decryptWithAes,Magic Number,The method contains a magic number: 2,297,billpayKSL
billpayKSL,com.ngd.billpay.model,RefundRequest,toString,Long Statement,"The length of the statement ""return ""RefundRequest{"" + ""requestDate='"" + requestDate + '\''+ ""` transactionId='""+ transactionId+ '\''+ ""` referenceMessage='""+ referenceMessage+ '\''+ '}';"" is 158.",32,billpayKSL
billpayKSL,com.ngd.billpay.model,SensitiveDataInitializeResponse,toString,Long Statement,"The length of the statement ""return ""SensitiveDataInitializeResponse{"" + ""paymentReferenceId='"" + paymentReferenceId + '\''+ ""` challenge='""+ challenge+ '\''+ ""` acceptDateTime='""+ acceptDateTime+ '\''+ '}';"" is 178.",40,billpayKSL
billpayKSL,com.ngd.billpay.model,TransactionStatus,toString,Long Statement,"The length of the statement ""return ""TransactionStatus{"" + ""merchantId='"" + merchantId + '\''+ ""` amount='""+ amount+ '\''+ ""` customerMobileNo='""+ customerMobileNo+ '\''+ ""` payeeMobileNo='""+ payeeMobileNo+ '\''+ ""` productNumber='""+ productNumber+ '\''+ ""` merchantMobileNo='""+ merchantMobileNo+ '\''+ ""` merchantAggregatorId='""+ merchantAggregatorId+ '\''+ ""` requestDateTime='""+ requestDateTime+ '\''+ ""` issuerTxnDateTime='""+ issuerTxnDateTime+ '\''+ ""` issuerTxnId='""+ issuerTxnId+ '\''+ ""` status='""+ status+ '\''+ ""` statusCode='""+ statusCode+ '\''+ ""` userRef='""+ userRef+ '\''+ ""` userRefMessage='""+ userRefMessage+ '\''+ ""` additionalPaymentInfo=""+ additionalPaymentInfo+ ""` billPaymentRequest='""+ billPaymentRequest+ '\''+ ""` billPaymentResponse='""+ billPaymentResponse+ '\''+ '}';"" is 763.",160,billpayKSL
mfi,com.ngd.mfi,MfiApplication,runner,Long Statement,"The length of the statement ""List<String[]> accountNoList=Arrays.asList(accountList.split(""\r\n"")).stream().map(s -> s.split(""`"")).collect(Collectors.toList());"" is 131.",48,mfi
mfi,com.ngd.mfi.model,TransactionInfo,TransactionInfo,Long Parameter List,The method has 10 parameters. ,34,mfi
mfi,com.ngd.mfi.model,TransactionInfo,toString,Long Statement,"The length of the statement ""return ""TransactionInfo{"" + ""beneficiaryInfo="" + beneficiaryInfo + ""` merchantAggregatorId='""+ merchantId+ '\''+ ""` amount='""+ amount+ '\''+ ""` currency='""+ currency+ '\''+ ""` requestDateTime='""+ requestDateTime+ '\''+ ""` referenceNo='""+ referenceNo+ '\''+ ""` channel='""+ channel+ '\''+ ""` challenge='""+ challenge+ '\''+ ""` txnAdditionalInfo=""+ txnAdditionalInfo+ '}';"" is 368.",130,mfi
mfi,com.ngd.mfi.model.m2c,BatchApproveResponse,toString,Long Statement,"The length of the statement ""return ""BatchApproveResponse{"" + ""batchId='"" + batchId + '\''+ ""` status='""+ status+ '\''+ ""` disbursementScheduledDT='""+ disbursementScheduledDT+ '\''+ ""` batchCreationTime='""+ batchCreationTime+ '\''+ '}';"" is 207.",41,mfi
mfi,com.ngd.mfi.model.m2c,BatchCreateRequest,toString,Long Statement,"The length of the statement ""return ""BatchCreateRequest{"" + ""disbursementScheduledDT='"" + disbursementScheduledDT + '\''+ ""` disbursementType='""+ disbursementType+ '\''+ ""` batchTitle='""+ batchTitle+ '\''+ ""` additionalInfo=""+ additionalInfo+ '}';"" is 218.",44,mfi
mfi,com.ngd.mfi.model.m2c,BatchCreateResponse,toString,Long Statement,"The length of the statement ""return ""BatchCreateResponse{"" + ""batchId='"" + batchId + '\''+ ""` status='""+ status+ '\''+ ""` disbursementScheduledDT='""+ disbursementScheduledDT+ '\''+ ""` batchCreationTime='""+ batchCreationTime+ '\''+ '}';"" is 206.",41,mfi
mfi,com.ngd.mfi.model.m2c,BatchItemModel,toString,Long Statement,"The length of the statement ""return ""BatchItemModel{"" + ""mobileNo='"" + mobileNo + '\''+ ""` trxAmount='""+ trxAmount+ '\''+ ""` description='""+ description+ '\''+ ""` additionalInfo=""+ additionalInfo+ '}';"" is 172.",54,mfi
mfi,com.ngd.mfi.model.m2c,BatchItemResponse,toString,Long Statement,"The length of the statement ""return ""BatchItemResponse{"" + ""batchId='"" + batchId + '\''+ ""` status='""+ status+ '\''+ ""` disbursementScheduledDT='""+ disbursementScheduledDT+ '\''+ ""` batchCreationTime='""+ batchCreationTime+ '\''+ '}';"" is 204.",41,mfi
mfi,com.ngd.mfi.model.m2c,BathStatusResponse,toString,Long Statement,"The length of the statement ""return ""BathStatusResponse{"" + ""summary="" + summary + ""` content=""+ content+ ""` count='""+ count+ '\''+ ""` totalCount='""+ totalCount+ '\''+ ""` page='""+ page+ '\''+ ""` pageSize='""+ pageSize+ '\''+ ""` totalPages='""+ totalPages+ '\''+ '}';"" is 235.",70,mfi
mfi,com.ngd.mfi.model.m2c,ContentModel,toString,Long Statement,"The length of the statement ""return ""ContentModel{"" + ""accNum='"" + accNum + '\''+ ""` accNumType='""+ accNumType+ '\''+ ""` accType='""+ accType+ '\''+ ""` trxAmount='""+ trxAmount+ '\''+ ""` status='""+ status+ '\''+ ""` failReason='""+ failReason+ '\''+ ""` additionalInfo=""+ additionalInfo+ '}';"" is 258.",70,mfi
mfi,com.ngd.mfi.model.m2c,SummaryModel,toString,Long Statement,"The length of the statement ""return ""SummaryModel{"" + ""batchId='"" + batchId + '\''+ ""` disbursementType='""+ disbursementType+ '\''+ ""` scheduledDate='""+ scheduledDate+ '\''+ ""` status='""+ status+ '\''+ ""` description='""+ description+ '\''+ ""` totalFee='""+ totalFee+ '\''+ ""` executionStartDateTime='""+ executionStartDateTime+ '\''+ ""` executionEndDateTime='""+ executionEndDateTime+ '\''+ ""` failReason='""+ failReason+ '\''+ ""` batchType='""+ batchType+ '\''+ ""` batchStatus='""+ batchStatus+ '\''+ ""` closed='""+ closed+ '\''+ ""` totalCount='""+ totalCount+ '\''+ ""` unprocessedCount='""+ unprocessedCount+ '\''+ ""` successCount='""+ successCount+ '\''+ ""` failCount='""+ failCount+ '\''+ ""` unknownCount='""+ unknownCount+ '\''+ ""` rejectedCount='""+ rejectedCount+ '\''+ ""` refundNeeded='""+ refundNeeded+ '\''+ ""` totalAmount='""+ totalAmount+ '\''+ ""` approvedAmount='""+ approvedAmount+ '\''+ ""` refundAmount='""+ refundAmount+ '\''+ ""` rejectedAmount='""+ rejectedAmount+ '\''+ '}';"" is 945.",212,mfi
mfi,com.ngd.mfi.service,MicroFinanceService,instantDisburse,Magic Number,The method contains a magic number: 20,89,mfi
mfi,com.ngd.mfi.service,MicroFinanceService,instantDisburse,Magic Number,The method contains a magic number: 300000,89,mfi
mfi,com.ngd.mfi.service,MicroFinanceService,initialize,Long Statement,"The length of the statement ""byte[] rawSignatureBytes=crypto.sign(this.crypto.getPrivate(this.privateKeyPath)`initializationRawData.getBytes(""UTF-8""));"" is 122.",104,mfi
mfi,com.ngd.mfi.service,MicroFinanceService,initialize,Long Statement,"The length of the statement ""String body=""{\n"" + ""\t\""merchantAggregatorId\"":\"""" + this.maId + ""\""`\n""+ ""\t\""requestDateTime\"":\""""+ datetime+ ""\""`\n""+ ""\t\""random\"":\""""+ random+ ""\""`\n""+ ""\t\""signature\"":\""""+ signature+ ""\""\n""+ ""}"";"" is 203.",104,mfi
mfi,com.ngd.mfi.service,MicroFinanceService,loanPayment,Long Identifier,The length of the identifier decryptedRechargeSensitiveDataMap is 33.,173,mfi
mfi,com.ngd.mfi.service,MicroFinanceService,loanPayment,Long Statement,"The length of the statement ""String txnRawDataToBeEncrypted=this.objectMapper.writeValueAsString(this.generateTxnData(datetime`random`initializeResponse.get(""challenge"").toString()));"" is 154.",173,mfi
mfi,com.ngd.mfi.service,MicroFinanceService,loanPayment,Long Statement,"The length of the statement ""byte[] rawEncryptedBytes=crypto.encryptWithAes(txnRawDataToBeEncrypted`decoder.decode(initializeResponse.get(""key"").toString())`decoder.decode(initializeResponse.get(""iv"").toString()));"" is 185.",173,mfi
mfi,com.ngd.mfi.service,MicroFinanceService,loanPayment,Long Statement,"The length of the statement ""ResponseEntity<String> completeResponse=this.apiGateway.exchange(url`HttpMethod.POST`completeRequestEntity`String.class);"" is 121.",173,mfi
mfi,com.ngd.mfi.service,MicroFinanceService,loanPayment,Long Statement,"The length of the statement ""byte[] rawResponseDecryptedBytes=crypto.decryptWithAes(completeDecodedSensitiveData`decoder.decode(initializeResponse.get(""key"").toString())`decoder.decode(initializeResponse.get(""iv"").toString()));"" is 198.",173,mfi
mfi,com.ngd.mfi.service,MicroFinanceService,loanPayment,Long Statement,"The length of the statement ""Map<String`Object> decryptedRechargeSensitiveDataMap=(Map<String`Object>)this.objectMapper.readValue(responseSensitiveData`Object.class);"" is 137.",173,mfi
mfi,com.ngd.mfi.service,MicroFinanceService,instantDisbursementStatus,Complex Conditional,The conditional expression requestDateTime == null || requestDateTime.trim().isEmpty() || referenceNo == null || referenceNo.trim().isEmpty() is complex.,237,mfi
mfi,com.ngd.mfi.service,MicroFinanceService,instantDisbursementStatus,Long Statement,"The length of the statement ""if (requestDateTime == null || requestDateTime.trim().isEmpty() || referenceNo == null || referenceNo.trim().isEmpty()) throw new Exception(""Invalid requestDateTime or referenceNo"");"" is 182.",237,mfi
mfi,com.ngd.mfi.service,MicroFinanceService,instantDisbursementStatus,Long Statement,"The length of the statement ""String statusRequest=this.baseUrl + this.instantDisbursementStatusUrl + ""?requestDateTime=""+ requestDateTime+ ""&referenceNo=""+ referenceNo;"" is 139.",237,mfi
mfi,com.ngd.mfi.service,MicroFinanceService,instantDisbursementStatus,Long Statement,"The length of the statement ""Map<String`Object> decryptedSensitiveDataMap=(Map<String`Object>)mapper.readValue(response.getBody().toString()`Object.class);"" is 126.",237,mfi
mfi,com.ngd.mfi.service,MicroFinanceService,batchDisburse,Long Identifier,The length of the identifier createDisbursementItemResponse is 30.,346,mfi
mfi,com.ngd.mfi.service,MicroFinanceService,batchDisburse,Long Identifier,The length of the identifier bachDisburseDetailedStatusResponse is 34.,346,mfi
mfi,com.ngd.mfi.service,MicroFinanceService,batchDisburse,Long Statement,"The length of the statement ""BatchItemResponse createDisbursementItemResponse=this.createDisbursementItem(batchCreateResponse`initializeResponse`accountNoList);"" is 131.",346,mfi
mfi,com.ngd.mfi.service,MicroFinanceService,batchDisburse,Long Statement,"The length of the statement ""BathStatusResponse bachDisburseDetailedStatusResponse=this.batchDisburseDetailedStatus(batchCreateResponse`initializeResponse);"" is 127.",346,mfi
mfi,com.ngd.mfi.service,MicroFinanceService,batchDisburse,Magic Number,The method contains a magic number: 50001,346,mfi
mfi,com.ngd.mfi.service,MicroFinanceService,batchDisburse,Magic Number,The method contains a magic number: 20,346,mfi
mfi,com.ngd.mfi.service,MicroFinanceService,batchDisburse,Magic Number,The method contains a magic number: 300000,346,mfi
mfi,com.ngd.mfi.service,MicroFinanceService,batchDisburseDetailedStatus,Long Statement,"The length of the statement ""ResponseEntity<String> response=this.apiGateway.exchange(orderStatusCheckRequest`HttpMethod.GET`orderStatusEntity`String.class);"" is 128.",368,mfi
mfi,com.ngd.mfi.service,MicroFinanceService,batchDisburseDetailedStatus,Long Statement,"The length of the statement ""BathStatusResponse bathStatusResponse=(BathStatusResponse)mapper.readValue(response.getBody().toString()`BathStatusResponse.class);"" is 131.",368,mfi
mfi,com.ngd.mfi.service,MicroFinanceService,batchStatus,Long Statement,"The length of the statement ""ResponseEntity<String> response=this.apiGateway.exchange(orderStatusCheckRequest`HttpMethod.GET`orderStatusEntity`String.class);"" is 128.",398,mfi
mfi,com.ngd.mfi.service,MicroFinanceService,batchStatus,Long Statement,"The length of the statement ""BathStatusResponse bathStatusResponse=(BathStatusResponse)mapper2.readValue(response.getBody().toString()`BathStatusResponse.class);"" is 132.",398,mfi
mfi,com.ngd.mfi.service,MicroFinanceService,batchStatus,Magic Number,The method contains a magic number: 20,398,mfi
mfi,com.ngd.mfi.service,MicroFinanceService,batchStatus,Magic Number,The method contains a magic number: 300000,398,mfi
mfi,com.ngd.mfi.service,MicroFinanceService,batchStatus,Magic Number,The method contains a magic number: 1000.00,398,mfi
mfi,com.ngd.mfi.service,MicroFinanceService,batchStatus,Magic Number,The method contains a magic number: 1000.00,398,mfi
mfi,com.ngd.mfi.service,MicroFinanceService,approveBatch,Long Identifier,The length of the identifier batchApproveRequestToBeEncrypted is 32.,449,mfi
mfi,com.ngd.mfi.service,MicroFinanceService,approveBatch,Long Identifier,The length of the identifier batchApproveRequestEncryptedBytes is 33.,449,mfi
mfi,com.ngd.mfi.service,MicroFinanceService,approveBatch,Long Identifier,The length of the identifier batchApproveResponseSensitiveData is 33.,449,mfi
mfi,com.ngd.mfi.service,MicroFinanceService,approveBatch,Long Identifier,The length of the identifier batchApproveDecodedSensitiveData is 32.,449,mfi
mfi,com.ngd.mfi.service,MicroFinanceService,approveBatch,Long Statement,"The length of the statement ""String batchApproveRequestToBeEncrypted=this.objectMapper.writeValueAsString(new BatchApproveRequest(batchCreateResponse.getBatchId()));"" is 136.",449,mfi
mfi,com.ngd.mfi.service,MicroFinanceService,approveBatch,Long Statement,"The length of the statement ""byte[] batchApproveRequestEncryptedBytes=crypto.encryptWithAes(batchApproveRequestToBeEncrypted`decoder.decode(initializeResponse.get(""key"").toString())`decoder.decode(initializeResponse.get(""iv"").toString()));"" is 210.",449,mfi
mfi,com.ngd.mfi.service,MicroFinanceService,approveBatch,Long Statement,"The length of the statement ""ResponseEntity<String> batchApproveResponseEntity=this.apiGateway.exchange(url`HttpMethod.POST`batchApproveRequestEntity`String.class);"" is 135.",449,mfi
mfi,com.ngd.mfi.service,MicroFinanceService,approveBatch,Long Statement,"The length of the statement ""Map<String`Object> responseMap=(Map<String`Object>)responseMapper.readValue(batchApproveResponseEntity.getBody()`Object.class);"" is 127.",449,mfi
mfi,com.ngd.mfi.service,MicroFinanceService,approveBatch,Long Statement,"The length of the statement ""byte[] rawResponseDecryptedBytes=crypto.decryptWithAes(batchApproveDecodedSensitiveData`decoder.decode(initializeResponse.get(""key"").toString())`decoder.decode(initializeResponse.get(""iv"").toString()));"" is 202.",449,mfi
mfi,com.ngd.mfi.service,MicroFinanceService,approveBatch,Long Statement,"The length of the statement ""BatchApproveResponse batchApproveResponse=(BatchApproveResponse)this.objectMapper.readValue(responseSensitiveData`BatchApproveResponse.class);"" is 142.",449,mfi
mfi,com.ngd.mfi.service,MicroFinanceService,getAdditionalInfo,Magic Number,The method contains a magic number: 10,506,mfi
mfi,com.ngd.mfi.service,MicroFinanceService,createDisbursementItem,Long Identifier,The length of the identifier batchItemRequestEncryptedBytes is 30.,517,mfi
mfi,com.ngd.mfi.service,MicroFinanceService,createDisbursementItem,Long Identifier,The length of the identifier batchItemResponseSensitiveData is 30.,517,mfi
mfi,com.ngd.mfi.service,MicroFinanceService,createDisbursementItem,Long Statement,"The length of the statement ""byte[] batchItemRequestEncryptedBytes=crypto.encryptWithAes(batchItemRequestToBeEncrypted`decoder.decode(initializeResponse.get(""key"").toString())`decoder.decode(initializeResponse.get(""iv"").toString()));"" is 204.",517,mfi
mfi,com.ngd.mfi.service,MicroFinanceService,createDisbursementItem,Long Statement,"The length of the statement ""ResponseEntity<String> batchItemResponseEntity=this.apiGateway.exchange(url`HttpMethod.POST`batchItemRequestEntity`String.class);"" is 129.",517,mfi
mfi,com.ngd.mfi.service,MicroFinanceService,createDisbursementItem,Long Statement,"The length of the statement ""Map<String`Object> responseMap=(Map<String`Object>)responseMapper.readValue(batchItemResponseEntity.getBody()`Object.class);"" is 124.",517,mfi
mfi,com.ngd.mfi.service,MicroFinanceService,createDisbursementItem,Long Statement,"The length of the statement ""byte[] rawResponseDecryptedBytes=crypto.decryptWithAes(batchItemDecodedSensitiveData`decoder.decode(initializeResponse.get(""key"").toString())`decoder.decode(initializeResponse.get(""iv"").toString()));"" is 199.",517,mfi
mfi,com.ngd.mfi.service,MicroFinanceService,createDisbursementItem,Long Statement,"The length of the statement ""BatchItemResponse batchItemResponse=(BatchItemResponse)this.objectMapper.readValue(responseSensitiveData`BatchItemResponse.class);"" is 130.",517,mfi
mfi,com.ngd.mfi.service,MicroFinanceService,disbursementBatchCreate,Long Identifier,The length of the identifier batchCreateResponseSensitiveData is 32.,586,mfi
mfi,com.ngd.mfi.service,MicroFinanceService,disbursementBatchCreate,Long Identifier,The length of the identifier batchCreateResponseDecodedSensitiveData is 39.,586,mfi
mfi,com.ngd.mfi.service,MicroFinanceService,disbursementBatchCreate,Long Statement,"The length of the statement ""byte[] rawEncryptedBytes=crypto.encryptWithAes(batchCreateDataToBeEncrypted`decoder.decode(initializeResponse.get(""key"").toString())`decoder.decode(initializeResponse.get(""iv"").toString()));"" is 190.",586,mfi
mfi,com.ngd.mfi.service,MicroFinanceService,disbursementBatchCreate,Long Statement,"The length of the statement ""ResponseEntity<String> batchCreateResponse=this.apiGateway.exchange(url`HttpMethod.POST`completeRequestEntity`String.class);"" is 124.",586,mfi
mfi,com.ngd.mfi.service,MicroFinanceService,disbursementBatchCreate,Long Statement,"The length of the statement ""byte[] rawResponseDecryptedBytes=crypto.decryptWithAes(batchCreateResponseDecodedSensitiveData`decoder.decode(initializeResponse.get(""key"").toString())`decoder.decode(initializeResponse.get(""iv"").toString()));"" is 209.",586,mfi
mfi,com.ngd.mfi.service,MicroFinanceService,disbursementBatchCreate,Long Statement,"The length of the statement ""BatchCreateResponse decryptedBatchCreateResponse=(BatchCreateResponse)this.objectMapper.readValue(responseSensitiveData`BatchCreateResponse.class);"" is 147.",586,mfi
mfi,com.ngd.mfi.service,MicroFinanceService,batchStatusLive,Long Statement,"The length of the statement ""String orderStatusCheckRequest=""https://api.mynagad.com/api/bulk/processing/detailed-status/"" + batchID + ""?page=0&pageSize=5000&itemStatus=ENROLLED"";"" is 150.",650,mfi
mfi,com.ngd.mfi.service,MicroFinanceService,batchStatusLive,Long Statement,"The length of the statement ""ResponseEntity<String> response=this.apiGateway.exchange(orderStatusCheckRequest`HttpMethod.GET`orderStatusEntity`String.class);"" is 128.",650,mfi
mfi,com.ngd.mfi.service,MicroFinanceService,batchStatusLive,Long Statement,"The length of the statement ""BathStatusResponse bathStatusResponse=(BathStatusResponse)mapper.readValue(response.getBody().toString()`BathStatusResponse.class);"" is 131.",650,mfi
mfi,com.ngd.mfi.service,MicroFinanceService,batchStatusLive,Magic Number,The method contains a magic number: 1000.00,650,mfi
mfi,com.ngd.mfi.service,MicroFinanceService,batchStatusLive,Magic Number,The method contains a magic number: 1000.00,650,mfi
mfi,com.ngd.mfi.service,MicroFinanceService,batchClose,Long Statement,"The length of the statement ""byte[] rawEncryptedBytes=crypto.encryptWithAes(txnRawDataToBeEncrypted`decoder.decode(initializeResponse.get(""key"").toString())`decoder.decode(initializeResponse.get(""iv"").toString()));"" is 185.",689,mfi
mfi,com.ngd.mfi.service,MicroFinanceService,batchClose,Long Statement,"The length of the statement ""byte[] plainSensitiveData=crypto.decryptWithAes(initialDecodedSensitiveData`decoder.decode(initializeResponse.get(""key"").toString())`decoder.decode(initializeResponse.get(""iv"").toString()));"" is 190.",689,mfi
mfi,com.ngd.mfi.service,MicroFinanceService,batchClose,Magic Number,The method contains a magic number: 20,689,mfi
mfi,com.ngd.mfi.service,MicroFinanceService,batchClose,Magic Number,The method contains a magic number: 300000,689,mfi
mfi,com.ngd.mfi.service,MicroFinanceServiceLive,instantDisburse,Magic Number,The method contains a magic number: 20,88,mfi
mfi,com.ngd.mfi.service,MicroFinanceServiceLive,instantDisburse,Magic Number,The method contains a magic number: 300000,88,mfi
mfi,com.ngd.mfi.service,MicroFinanceServiceLive,initialize,Long Statement,"The length of the statement ""byte[] rawSignatureBytes=crypto.sign(this.crypto.getPrivate(this.privateKeyPath)`initializationRawData.getBytes(""UTF-8""));"" is 122.",103,mfi
mfi,com.ngd.mfi.service,MicroFinanceServiceLive,initialize,Long Statement,"The length of the statement ""String body=""{\n"" + ""\t\""merchantAggregatorId\"":\"""" + this.maId + ""\""`\n""+ ""\t\""requestDateTime\"":\""""+ datetime+ ""\""`\n""+ ""\t\""random\"":\""""+ random+ ""\""`\n""+ ""\t\""signature\"":\""""+ signature+ ""\""\n""+ ""}"";"" is 203.",103,mfi
mfi,com.ngd.mfi.service,MicroFinanceServiceLive,loanPayment,Long Identifier,The length of the identifier decryptedRechargeSensitiveDataMap is 33.,172,mfi
mfi,com.ngd.mfi.service,MicroFinanceServiceLive,loanPayment,Long Statement,"The length of the statement ""String txnRawDataToBeEncrypted=this.objectMapper.writeValueAsString(this.generateTxnData(datetime`random`initializeResponse.get(""challenge"").toString()));"" is 154.",172,mfi
mfi,com.ngd.mfi.service,MicroFinanceServiceLive,loanPayment,Long Statement,"The length of the statement ""byte[] rawEncryptedBytes=crypto.encryptWithAes(txnRawDataToBeEncrypted`decoder.decode(initializeResponse.get(""key"").toString())`decoder.decode(initializeResponse.get(""iv"").toString()));"" is 185.",172,mfi
mfi,com.ngd.mfi.service,MicroFinanceServiceLive,loanPayment,Long Statement,"The length of the statement ""ResponseEntity<String> completeResponse=this.apiGateway.exchange(url`HttpMethod.POST`completeRequestEntity`String.class);"" is 121.",172,mfi
mfi,com.ngd.mfi.service,MicroFinanceServiceLive,loanPayment,Long Statement,"The length of the statement ""byte[] rawResponseDecryptedBytes=crypto.decryptWithAes(completeDecodedSensitiveData`decoder.decode(initializeResponse.get(""key"").toString())`decoder.decode(initializeResponse.get(""iv"").toString()));"" is 198.",172,mfi
mfi,com.ngd.mfi.service,MicroFinanceServiceLive,loanPayment,Long Statement,"The length of the statement ""Map<String`Object> decryptedRechargeSensitiveDataMap=(Map<String`Object>)this.objectMapper.readValue(responseSensitiveData`Object.class);"" is 137.",172,mfi
mfi,com.ngd.mfi.service,MicroFinanceServiceLive,instantDisbursementStatus,Complex Conditional,The conditional expression requestDateTime == null || requestDateTime.trim().isEmpty() || referenceNo == null || referenceNo.trim().isEmpty() is complex.,236,mfi
mfi,com.ngd.mfi.service,MicroFinanceServiceLive,instantDisbursementStatus,Long Statement,"The length of the statement ""if (requestDateTime == null || requestDateTime.trim().isEmpty() || referenceNo == null || referenceNo.trim().isEmpty()) throw new Exception(""Invalid requestDateTime or referenceNo"");"" is 182.",236,mfi
mfi,com.ngd.mfi.service,MicroFinanceServiceLive,instantDisbursementStatus,Long Statement,"The length of the statement ""String statusRequest=this.baseUrl + this.instantDisbursementStatusUrl + ""?requestDateTime=""+ requestDateTime+ ""&referenceNo=""+ referenceNo;"" is 139.",236,mfi
mfi,com.ngd.mfi.service,MicroFinanceServiceLive,instantDisbursementStatus,Long Statement,"The length of the statement ""Map<String`Object> decryptedSensitiveDataMap=(Map<String`Object>)mapper.readValue(response.getBody().toString()`Object.class);"" is 126.",236,mfi
mfi,com.ngd.mfi.service,MicroFinanceServiceLive,batchDisburse,Long Identifier,The length of the identifier bachDisburseDetailedStatusResponse is 34.,345,mfi
mfi,com.ngd.mfi.service,MicroFinanceServiceLive,batchDisburse,Long Statement,"The length of the statement ""BathStatusResponse bachDisburseDetailedStatusResponse=this.batchDisburseDetailedStatus(batchCreateResponse`initializeResponse);"" is 127.",345,mfi
mfi,com.ngd.mfi.service,MicroFinanceServiceLive,batchDisburse,Magic Number,The method contains a magic number: 1000,345,mfi
mfi,com.ngd.mfi.service,MicroFinanceServiceLive,batchDisburse,Magic Number,The method contains a magic number: 20,345,mfi
mfi,com.ngd.mfi.service,MicroFinanceServiceLive,batchDisburse,Magic Number,The method contains a magic number: 300000,345,mfi
mfi,com.ngd.mfi.service,MicroFinanceServiceLive,batchDisburseDetailedStatus,Long Statement,"The length of the statement ""ResponseEntity<String> response=this.apiGateway.exchange(orderStatusCheckRequest`HttpMethod.GET`orderStatusEntity`String.class);"" is 128.",369,mfi
mfi,com.ngd.mfi.service,MicroFinanceServiceLive,batchDisburseDetailedStatus,Long Statement,"The length of the statement ""BathStatusResponse bathStatusResponse=(BathStatusResponse)mapper.readValue(response.getBody().toString()`BathStatusResponse.class);"" is 131.",369,mfi
mfi,com.ngd.mfi.service,MicroFinanceServiceLive,approveBatch,Long Identifier,The length of the identifier batchApproveRequestToBeEncrypted is 32.,399,mfi
mfi,com.ngd.mfi.service,MicroFinanceServiceLive,approveBatch,Long Identifier,The length of the identifier batchApproveRequestEncryptedBytes is 33.,399,mfi
mfi,com.ngd.mfi.service,MicroFinanceServiceLive,approveBatch,Long Identifier,The length of the identifier batchApproveResponseSensitiveData is 33.,399,mfi
mfi,com.ngd.mfi.service,MicroFinanceServiceLive,approveBatch,Long Identifier,The length of the identifier batchApproveDecodedSensitiveData is 32.,399,mfi
mfi,com.ngd.mfi.service,MicroFinanceServiceLive,approveBatch,Long Statement,"The length of the statement ""String batchApproveRequestToBeEncrypted=this.objectMapper.writeValueAsString(new BatchApproveRequest(batchCreateResponse.getBatchId()));"" is 136.",399,mfi
mfi,com.ngd.mfi.service,MicroFinanceServiceLive,approveBatch,Long Statement,"The length of the statement ""byte[] batchApproveRequestEncryptedBytes=crypto.encryptWithAes(batchApproveRequestToBeEncrypted`decoder.decode(initializeResponse.get(""key"").toString())`decoder.decode(initializeResponse.get(""iv"").toString()));"" is 210.",399,mfi
mfi,com.ngd.mfi.service,MicroFinanceServiceLive,approveBatch,Long Statement,"The length of the statement ""ResponseEntity<String> batchApproveResponseEntity=this.apiGateway.exchange(url`HttpMethod.POST`batchApproveRequestEntity`String.class);"" is 135.",399,mfi
mfi,com.ngd.mfi.service,MicroFinanceServiceLive,approveBatch,Long Statement,"The length of the statement ""Map<String`Object> responseMap=(Map<String`Object>)responseMapper.readValue(batchApproveResponseEntity.getBody()`Object.class);"" is 127.",399,mfi
mfi,com.ngd.mfi.service,MicroFinanceServiceLive,approveBatch,Long Statement,"The length of the statement ""byte[] rawResponseDecryptedBytes=crypto.decryptWithAes(batchApproveDecodedSensitiveData`decoder.decode(initializeResponse.get(""key"").toString())`decoder.decode(initializeResponse.get(""iv"").toString()));"" is 202.",399,mfi
mfi,com.ngd.mfi.service,MicroFinanceServiceLive,approveBatch,Long Statement,"The length of the statement ""BatchApproveResponse batchApproveResponse=(BatchApproveResponse)this.objectMapper.readValue(responseSensitiveData`BatchApproveResponse.class);"" is 142.",399,mfi
